"Gene.symbol"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"JRK"	-0.344332608121123	4.27293350296347	-3.75293105127821	0.00183129878466664	0.00719822940265743	-2.3108672101593
"CERS6-AS1"	-0.344313068390351	4.18923990962218	-3.56642199593846	0.00269853877170683	0.00991934487175819	-2.6782748238431
"P4HTM"	-0.344308690083257	4.42157115513927	-4.42057593204772	0.000463124460031889	0.00228697410193833	-0.958872875763284
"DDX12P"	-0.344239997034428	1.600992188344	-2.32394932874069	0.0341253004172119	0.0792145626109087	-4.48874079023683
"CTD-2396E7.9"	0.344226113951598	1.30588715198186	1.95787803294767	0.0685447084549028	0.138592117341338	-5.07272325913157
"RP11-706O15.5"	-0.344205080869461	0.996489263785764	-1.65205520950685	0.118684548236431	0.213050552355042	-5.48117722794009
"RPS3AP44"	-0.344103599925661	1.09000626982728	-1.791440928023	0.0928165938167738	0.175875577312507	-5.28584175613539
"APBA1"	-0.344040419810961	1.08742459887095	-1.81533921717411	0.088917956737793	0.170023358307861	-5.24816690679363
"OTUD3"	-0.344004273114595	2.27121838357413	-2.54395093000869	0.0220843900957079	0.0557259124711258	-4.23559888521331
"SRD5A3-AS1"	-0.343810427927014	5.46037148926839	-5.44900781634289	6.04144278726115e-05	0.000410965855937421	0.907796159672648
"PSMA3"	0.343789032214135	5.94353633031937	5.22379364772178	9.33750248627472e-05	0.000592606842284002	0.355117572156425
"SNAPC1"	0.343721935777946	1.31169194427019	1.88031700094283	0.0790417951845981	0.155052566157159	-5.20022317581865
"CBWD5"	0.343547311717026	3.77274467297804	3.97550996693121	0.00115460924821475	0.0048939121320051	-1.75824790475122
"CTB-180A7.6"	0.343542329897004	3.22082676078478	3.58407718205071	0.00260124156242263	0.00962329640362586	-2.42695115118522
"YWHABP1"	-0.343497158160038	1.64412781121099	-2.30778575116217	0.0352192980151734	0.0811932068461691	-4.52746436879773
"MKNK1-AS1"	-0.343427747888464	5.45067666493182	-5.58037421691821	4.70063900096517e-05	0.000332068496937118	1.16842639764535
"CHAF1B"	-0.343391301492998	1.45320431161536	-1.86488063047274	0.0812950607599059	0.158494652463897	-5.24228650144007
"ERF"	-0.343326448668213	3.95337254731063	-4.06998287600472	0.000950003394120819	0.00414305742825547	-1.57267547717931
"KLHL36"	-0.343320997207593	5.57285113338881	-5.83260445293059	2.92204137713327e-05	0.000220880275449421	1.6377066592054
"IMPA2"	-0.343211275935079	2.7725797493908	-2.79307642120306	0.0133512387884002	0.0371721540367689	-3.87904308058037
"MT1P3"	0.343126040088551	1.89479333297678	2.173567259112	0.0456544043189596	0.100363016261561	-4.84180138439845
"EIF4EBP2"	-0.343107753859268	5.90890813449666	-6.26753881058433	1.31356102436275e-05	0.000112315145800699	2.40999387919891
"HUWE1"	0.34302448159192	7.34373692878364	5.83238618910039	2.9232329455052e-05	0.000220880275449421	1.39525400996149
"RP11-400N13.3"	0.342983880322133	2.28217062694643	1.9501184323559	0.0695352628010605	0.140018641839413	-5.321276996893
"PIK3CD"	-0.342979123596577	6.18469656546801	-6.35208455139109	1.12786985685468e-05	9.84715016759539e-05	2.52717532429447
"LIPT1"	-0.342940941423606	0.967061895557227	-2.08101689620659	0.0544454278079638	0.115591831346139	-4.79225211044577
"SNX20"	0.342815910958397	5.03530693392538	5.55912279252482	4.89464060307437e-05	0.000343454442317422	1.17691595644321
"ARRDC3"	0.342793160382714	4.47159613286302	4.98063548719316	0.000150472177583598	0.000884353154619744	0.142972005176135
"LINC00624"	-0.342709083963884	6.06595590760108	-6.42067872321193	9.97401321909447e-06	8.8912059752789e-05	2.67216193156659
"SAP18"	0.342575317470416	6.13726541263818	6.1826801473567	1.53220020349474e-05	0.000128177763264161	2.19682609564193
"AC005253.2"	0.342520035913485	2.40565925880355	2.75206609722717	0.0145135146572026	0.0396759195220395	-3.8923190631192
"AC007228.5"	0.342461099994273	0.707381334216545	1.79229250240554	0.092675121724978	0.17567910946098	-5.22027716816094
"RP11-565P22.6"	0.342427108105782	1.69380996147799	2.36131748584087	0.0317170360172641	0.0747011272613965	-4.45829359428811
"ATP1A1"	0.342378205221785	9.44643113624236	8.86262935280207	1.88244101249198e-07	3.10001988014636e-06	6.48878289839614
"GRPEL2"	-0.342336186767649	2.77750258638107	-2.98808379732136	0.00895356603540973	0.0268129137491687	-3.49456300405003
"HAX1"	0.342269111758918	5.06959384886182	4.78935561695252	0.000220082400349585	0.00122600851772868	-0.374757358788253
"TGIF2-C20ORF24"	0.342187920852274	7.84337437073598	7.20090786516406	2.57787934897683e-06	2.86642149721958e-05	3.8780615898975
"RP11-290D2.6"	-0.342172924733607	7.81665794481711	-7.80863902416946	9.5078762015536e-07	1.23356024449853e-05	4.92776817468832
"TFRC"	0.342162776553669	10.4716204837526	7.39817661849531	1.8550081816998e-06	2.17541868581159e-05	4.00654351059664
"GYG1P3"	0.342158206045339	1.22316587329753	2.14860917825551	0.0478862841460723	0.104328923065522	-4.73193148617834
"ETV3"	0.342152497619749	4.4106656934864	4.35802313558754	0.000526090457270657	0.00253806566946673	-1.12046464265515
"TPTE2P1"	0.342074081141465	2.32529716975319	2.72657141730652	0.0152847929059893	0.0413525658529515	-3.92191489845388
"CXORF38"	0.341979625914747	5.11727211199742	4.54849691273177	0.000357237997278947	0.00183536820420196	-0.879372682143108
"CDK17"	0.341922023261079	4.89668048618217	4.16901351751145	0.000774794238581431	0.00350785529888775	-1.62155981547938
"IQCH"	-0.341863603951081	1.32264055073685	-2.05070647695631	0.0576462088297157	0.120660530227701	-4.90621278665729
"PDE3B"	-0.341862002030433	6.7611746937617	-6.81088098642877	5.01764290639093e-06	5.02102748845258e-05	3.29572980658038
"LRFN4"	-0.341740463543416	4.98417226745607	-4.4384312922831	0.000446603490287463	0.00221893255207854	-1.0487831339592
"TOMM34"	0.341707024731295	4.28990801794516	4.60522791609506	0.000318548674830962	0.00167317289033156	-0.581068340575005
"ACOX3"	0.341680671421653	4.33610053555946	4.92285153289841	0.000168713562632322	0.000974825979221225	0.0570154413412993
"KCNMB1"	-0.341670146576543	2.21283698218514	-2.42992073314384	0.0277069558624601	0.0670070952674248	-4.43728523631714
"KBTBD8"	0.341625554343064	4.55370743952744	5.07442518874955	0.000125071833289762	0.000758871430205977	0.313653547008694
"KIAA0825"	-0.341608870060532	3.83203800582661	-3.73228218207233	0.00191154215778671	0.00745438630732069	-2.24349950771701
"ANAPC11"	-0.341608719989462	4.78314078966073	-4.23703043275664	0.000673824717703066	0.00312706663830813	-1.4223011601217
"ORMDL1"	-0.341470451451618	5.25160937476543	-5.27718471216379	8.41687777442816e-05	0.000544664696984261	0.605693803714308
"RP11-110J1.2"	0.341424967614334	3.28388946452029	3.0198917099503	0.00838571519144434	0.0254011403501943	-3.59816346150926
"KIAA0368"	0.341414839072398	6.68275711507063	6.19554833072939	1.49674656300987e-05	0.000125743663589909	2.15536997165254
"NAALADL1"	-0.341389327448636	0.634434011592584	-1.76198126401391	0.0978293213786025	0.183167604036799	-5.27425204689431
"HDDC2"	-0.341369742836579	4.3379567712832	-4.5992281193963	0.000322429033697518	0.00168869716324896	-0.571591779067354
"XXBAC-B476C20.9"	0.341355088213177	1.70765427113524	1.59211682292866	0.13159589847741	0.231146540177094	-5.73316848342457
"GOLPH3L"	-0.341327893011185	2.66927573637989	-2.95373591871338	0.0096090751724507	0.0284769029831808	-3.53530299053132
"EP300-AS1"	0.341240199041122	5.73725658100171	6.54047126120925	8.05944669570478e-06	7.44933904864676e-05	2.9215435045393
"CPNE9"	-0.341148291718354	1.30851971663631	-2.14119884983417	0.0485680959945182	0.105465875200587	-4.7482445280616
"PTOV1"	-0.341131968075986	5.06902048715976	-4.26772816277021	0.000632744025485206	0.00296677255230389	-1.42039806321868
"ZNF436"	0.341055896128613	2.76226456315694	3.0164998955247	0.00844454421098273	0.0255402269867337	-3.46383017796239
"ARL6IP4"	-0.340785856969391	5.7572970203617	-4.68401463514918	0.00027181430994641	0.00146809415827245	-0.689271333874831
"BPNT1"	-0.340763983360546	4.09903523290747	-3.66706594314504	0.00218896084213302	0.00835158280600687	-2.44739790266685
"SEPN1"	0.340723167791811	7.85049392279101	8.41476462108021	3.6850705918585e-07	5.43509748767729e-06	5.91206015441314
"G3BP1"	0.340679803833313	6.40183827758482	6.45787503941359	9.3333239703012e-06	8.4555640366057e-05	2.67829879291691
"RGS3"	0.340648513407709	4.21192269883414	3.79154605719368	0.0016902255738317	0.00674045601822399	-2.25155723109618
"ZFYVE21"	-0.340635271512714	4.17862451330869	-3.843753517216	0.00151673934578503	0.00616039101840408	-2.09978467342624
"MFHAS1"	0.340578795024347	6.75869907980228	6.98346437968945	3.72746451368606e-06	3.91945205390662e-05	3.59360321354479
"ABHD14A"	-0.340557213922118	3.16357355856654	-3.2860275239709	0.00483403320629311	0.0160491344905688	-2.98994117000589
"HSPE1P4"	0.340500644123747	1.56401414102111	2.16334212305536	0.0465569001679872	0.10189401730889	-4.78201298806791
"RP11-67A1.2"	-0.340492664027384	3.34763327572498	-3.54979931486082	0.00279347507532726	0.0102030043682757	-2.49606560597416
"THAP9"	0.340456403273843	0.496959972092858	1.68331563456891	0.112394188119299	0.204292560434936	-5.35491960212719
"CASP3"	0.340437366620542	5.09385422795873	5.67177896852796	3.95283283536229e-05	0.000286282872803578	1.38626112815996
"NAT9"	-0.340413982319087	4.59108254354586	-4.41368761365159	0.000469663701727041	0.00231221051386747	-1.01257117483975
"RP11-1000B6.8"	-0.340335531366184	1.6563540544274	-1.95891426170141	0.0684133967469699	0.138444388870019	-5.13416933712035
"CLDN18"	-0.340303559363168	1.33044192517806	-1.95878700269669	0.0684295108642329	0.138448662995868	-5.06182458337699
"KIF15"	-0.340300482573124	3.25526620999368	-3.1120958397728	0.00693206176123909	0.0217442394097866	-3.36744880604524
"CYP4F60P"	-0.340252554125686	1.16897358470087	-1.44870494497772	0.167399291914115	0.278300541151949	-5.79732990236071
"RIMBP3B"	-0.340238311324921	1.29557976633555	-2.12617664494546	0.049977805220146	0.107934597662142	-4.77136738259803
"SIK2"	-0.340234117026432	5.25899481662729	-5.63333756522576	4.25105234856336e-05	0.000305015543475633	1.30816878798215
"DBH"	-0.340226656268832	4.15439424476371	-3.68999192773807	0.00208710211191686	0.00802821776066204	-2.41327421317925
"AC004112.4"	0.340113598099036	2.91818101732166	2.59477935929539	0.019945222985179	0.0512581001273505	-4.33428022756097
"AC006277.2"	-0.340109026904514	1.47080376180176	-1.89800827984294	0.0765281346552278	0.151235951782246	-5.19146088520353
"CEP97"	0.339966223873332	2.29132985250031	2.7311756350831	0.015142632931428	0.0410490561055706	-3.90464123220196
"AC005785.2"	0.339886084775899	2.35280051105838	2.47382989366163	0.0253974159996176	0.0624654323881171	-4.41077619278307
"FAM98C"	-0.339705805172762	2.39547309702421	-2.56984971702372	0.0209683813311495	0.0534091528317095	-4.21657192546446
"GALK2"	0.339669453714461	5.62642174111858	5.41708283255376	6.42352817843509e-05	0.000432986174299513	0.789642587273054
"GIMAP7"	0.339668910592384	1.5077864483163	2.01544901597171	0.0615849554644816	0.127204558979466	-5.02221494454619
"CXCR5"	-0.339665304617708	2.72814462387351	-2.64625640868362	0.0179818362397841	0.0472072922490248	-4.15366197821681
"PCDHGC3"	-0.339639063907143	3.62998178351268	-3.33797011201972	0.004339632029181	0.014673148980718	-3.00708648030895
"GPX1"	-0.339623286866878	8.83381239128175	-8.20888828364994	5.05877240929969e-07	7.18725190984462e-06	5.50378858419351
"KIAA2026"	0.339605710126582	4.22543994840162	3.98171997796447	0.00113988247462833	0.00484416037558692	-1.8592400836319
"PTOV1-AS2"	-0.339602375216567	3.98483693706653	-3.93494560466416	0.00125566149879122	0.00523864213768016	-1.8617285231032
"TNFRSF21"	-0.339558866921938	7.12233359748115	-7.23711709362771	2.42583569837622e-06	2.72287056131737e-05	4.0141746096877
"KCNMA1"	-0.339541934468778	5.14045775885266	-4.3507546072512	0.000533952886962067	0.00256877867756642	-1.26294517953814
"CTSK"	0.339473937224251	6.27079750247503	6.69389586938113	6.15180041189528e-06	5.95186689850868e-05	3.12802731632864
"MORC2-AS1"	-0.339357056794933	1.51079136337882	-2.05775296728389	0.0568871227376243	0.119435442176163	-4.9363658544112
"BRD7P4"	0.339342562877238	1.40811701261707	2.19047550122387	0.0441974837635769	0.0977881687744465	-4.69912378909512
"WBP4"	0.339301197193636	4.03915476495132	3.7879711685102	0.00170281252793462	0.00677547354096827	-2.21629026774067
"OSTCP1"	-0.339294850453391	1.33195295819598	-1.95795400648503	0.0685350733057728	0.138592117341338	-5.06271022295531
"MT-CO2"	-0.339200932016622	11.8962021753232	-9.67210711783544	5.92343848049533e-08	1.14752503349908e-06	7.50192939156569
"COMMD9"	-0.339163858393769	5.84567248520439	-5.63314493961122	4.25260408328571e-05	0.000305015543475633	1.20368843988206
"GDF15"	-0.339044399598703	5.8117978438536	-5.33519590437018	7.52223721922443e-05	0.000495966173987531	0.620612838669738
"CTD-2090I13.1"	-0.33903500754157	2.61690630618337	-2.88532334872041	0.0110574350386434	0.0318842857156641	-3.65868803586757
"NKIRAS2"	0.339030328401559	5.61386583851342	5.16164083179738	0.000105414944071833	0.000656393487681337	0.281552553979827
"RP11-589M4.1"	-0.33893622209126	2.48209178412368	-2.58807345886552	0.0202156450008525	0.0518632241396708	-4.20263184030486
"RP11-65I12.1"	0.338931567132661	4.17334764797892	4.05086784156225	0.000988203809111687	0.00428759546912168	-1.70249269995752
"FRAT2"	-0.338852170426047	4.02905206949047	-4.40257940194833	0.000480408291810829	0.00235728456747971	-0.901787917646121
"MTMR12"	-0.338841243752519	4.75592905363166	-4.48345194223845	0.000407568891187838	0.00205481206483316	-0.906106657371764
"TRAPPC2B"	-0.338819944328407	2.07718688271847	-2.28113567382446	0.0370950759666469	0.0847166827913083	-4.67584716361544
"RP11-566K19.8"	-0.338819106334969	0.901855931229053	-1.6923178360084	0.110637109391994	0.201893888091763	-5.40660869879999
"CTD-2022H16.3"	0.338797887944525	2.41424246868721	2.93129727680747	0.0100624147978427	0.0295108909771327	-3.5419770719264
"MTRNR2L9"	0.338789518683262	3.83763239339188	4.26588564794504	0.000635136210351488	0.00297389458630048	-1.17112992787666
"NPSR1"	-0.338784128198582	0.977522043271251	-1.54526987187641	0.142503325440957	0.245319040663371	-5.63190093706882
"GRAP2"	-0.338769006393549	0.971493749442921	-1.7490449719156	0.10010461054325	0.18652525401831	-5.33125390371002
"SLC29A2"	-0.33871727829885	2.14237773032296	-2.38709519146061	0.0301499702021628	0.0718228520850301	-4.49885023436618
"IFT27"	-0.33863265421187	3.95851757939329	-4.24225686231862	0.000666643356916868	0.00309858617228044	-1.21616576666941
"ELMO3"	-0.338447644420636	1.0715168860904	-1.45247841857653	0.166362807454777	0.276913576279565	-5.77542766776065
"SRP54"	0.338406856403831	5.65100273334554	5.95864359729241	2.3115713326203e-05	0.000180802253353719	1.8420204769418
"PCYOX1L"	-0.338404308522438	3.54340312419248	-3.24529744434391	0.00526046523507585	0.0172049976327063	-3.17364980521942
"RPL21P119"	-0.338385046880903	3.51922576096291	-2.94064787938401	0.00987101422424002	0.0290885275980667	-3.78283047630428
"RP11-113K21.4"	0.338282328612235	2.85724105366379	3.09463964040491	0.00718678942191388	0.0223591795331896	-3.33173763070702
"ATP6V0A2"	0.338170240046289	5.23325933657189	4.69678954391442	0.000264926898429323	0.00143927038128884	-0.596316772999331
"EXOC5P1"	0.338148819290169	3.69439688516404	3.71414747367865	0.00198492923853422	0.00770512653824381	-2.28198270422617
"MGST2"	-0.338130271733058	6.30656307044119	-6.33033846588487	1.17285231790234e-05	0.000101849351040476	2.4695172292385
"ZNF665"	0.338124487698813	1.41677948126868	2.15081253817699	0.0476852666168134	0.104005527605062	-4.77074432688977
"XRCC1"	-0.338095669834601	4.48370349501987	-4.40325305440743	0.000479749597400917	0.00235470149791319	-1.00939689547613
"SIK3"	0.337942129451696	5.16794560696846	5.66756726728065	3.98442001886503e-05	0.000288101726953027	1.36376268984669
"RAB30-AS1"	0.337767597154017	2.93119275820594	3.18511281378061	0.00595963999410989	0.0191435422546273	-3.1682328636337
"RP11-123K3.9"	0.337718898157298	0.794633745020356	1.84712140812573	0.0839580863984177	0.16235534376705	-5.14885874480419
"MT-ND6"	-0.337666848394052	10.3695556370752	-8.55685131723759	2.97015652039185e-07	4.53471066689672e-06	5.9372549942922
"ALAD"	-0.337665034276822	5.12812197990412	-5.27412630181656	8.46699181281625e-05	0.000546715227608832	0.623926731652604
"RP11-493P1.2"	0.337624252600955	0.656868943652815	1.63443720221519	0.122361667179792	0.21811178523427	-5.44986391617911
"MTND2P28"	-0.337453528714191	8.54618699788018	-7.03908123030325	3.38990554169741e-06	3.63099268672066e-05	3.5379267316879
"LST1"	-0.337390883185955	2.45674914533349	-2.72464272355137	0.0153447257270701	0.0414894907948515	-3.93502414609534
"ABCB6"	0.337359020284326	2.49210585859227	2.47633024237153	0.0252715585675155	0.06220745099819	-4.44207690672374
"TECR"	-0.337342364136085	5.72367796269125	-5.86407436355082	2.7554095453653e-05	0.00021043243554952	1.67235823579066
"HK1"	-0.337206388636973	6.01655325122686	-6.62501920936165	6.94207843778884e-06	6.58055805907971e-05	3.05585111265397
"KLF13"	0.337129781133839	5.50616505454046	5.6596282947315	4.04467516576321e-05	0.000291984214521154	1.28735146948333
"ZFP28"	-0.337099659149396	2.04822668530891	-2.14431938821773	0.0482798963817992	0.10499028701345	-4.9108256672592
"PMPCA"	-0.337065132861525	5.1906195004451	-4.70940692359087	0.000258300066653862	0.00140834847980767	-0.532430768136891
"ALKBH8"	0.336980668815641	2.18270111731533	2.71725052259793	0.0155765422854946	0.0420205494417904	-3.90453204697729
"NUP210"	-0.336957477027063	7.30725863736936	-6.43839807166866	9.66326895095247e-06	8.68348474782621e-05	2.55550979090183
"DPH3"	-0.336927256904325	4.87491485358099	-4.68040126037693	0.00027379553977827	0.00147700248458569	-0.527097545690308
"SARS"	0.336888585519524	6.07312699331639	5.20118831734524	9.7580632257076e-05	0.000616003693418605	0.291449778482493
"AC092642.1"	-0.336878329607885	1.00249683108354	-1.71398961348128	0.106504630223098	0.195907773014217	-5.3898499186312
"RP11-46A10.5"	-0.336780518872679	5.1628050487427	-5.4013380263385	6.62109105614615e-05	0.000444955315143502	0.870036322133148
"AC019097.7"	-0.336731543874209	1.31832238249547	-1.53206468535788	0.145712483383132	0.249612550922489	-5.7115599132512
"CTSLP4"	0.336690937699045	0.677799650062712	1.75886187330376	0.0983737816003697	0.183993492335552	-5.26703118684543
"ERMAP"	0.336650842173305	3.59481717069654	3.62033504946985	0.00241230928978698	0.00905226179949152	-2.45034700325788
"WHAMM"	0.33659050176752	3.76410609607306	3.80099869326105	0.0016573933905257	0.00663031845800864	-2.11946883758887
"SNHG16"	0.336522959828359	4.18785203724014	3.69559020949245	0.00206296147069316	0.007961161955621	-2.44456382603776
"MT-ND3"	-0.336513547040422	8.79443159553235	-6.13239479820863	1.67934902575981e-05	0.000138406348873037	1.85091817310986
"HMOX1"	0.336491075840338	7.52218724951584	6.98276574329564	3.73192180705667e-06	3.91950867311049e-05	3.51953733290541
"SRIP3"	0.336481526588249	0.67232717877345	1.44154184561973	0.169381489427616	0.280547941457984	-5.72202956069796
"DMTF1"	0.336472234058549	5.4172845265684	4.90164948421664	0.000175964659922668	0.00101179679455534	-0.211036352452997
"PDE8B"	-0.33634370713324	2.846984840821	-2.81315181055234	0.0128156937698073	0.0360304770199161	-3.85926885434099
"RP11-48B14.1"	-0.33633745716284	1.37356372825802	-2.09958976998454	0.0525654181668443	0.112418257352975	-4.83472305532045
"C1ORF95"	0.336305068248763	4.54085849762858	4.45985615084271	0.00042757197445695	0.00213930193627954	-0.939783950492319
"CFL2"	-0.336304823346851	2.15500231046743	-2.10584924131278	0.0519453594241733	0.111323140862843	-5.00255925356743
"CCDC17"	0.336273268593106	0.45706675459421	1.55003054218953	0.141361086708214	0.243729788433862	-5.54298817023111
"SLC25A5"	-0.336217522248027	7.60297301380038	-6.76862671975719	5.39973740382552e-06	5.35521589208367e-05	3.13337227743469
"ASL"	-0.336215608283635	3.9311015151682	-3.68628975043953	0.00210322224327083	0.0080797501887586	-2.3642640102777
"MAN1A2"	-0.336139401463585	4.56851898075501	-4.40135652987229	0.000481606371492696	0.00236121085797658	-1.03343335957803
"MGEA5"	0.336109924122835	6.24610223271556	6.90805483052269	4.24229722622156e-06	4.3528170156309e-05	3.5180075931685
"RNF215"	-0.336104484669786	2.88097795689966	-2.75938566891283	0.0142991253642843	0.0391921523841401	-3.97324316454076
"IFNAR1"	0.336049315247359	6.9385854851717	7.14488927939328	2.83307055523259e-06	3.10344195610999e-05	3.86133332350605
"RP11-158M2.2"	0.336041767413973	2.25417453250166	2.17864462049407	0.0452123024087607	0.0996125504307869	-4.92333864501244
"DDIT3"	0.335945765897568	5.59805624547911	5.39881304127042	6.65335441949788e-05	0.000446786176446251	0.758094895931487
"TMEM87A"	0.335909460679479	5.18979409219791	5.96217289937666	2.29652306549127e-05	0.000179941477164945	1.92944492965961
"KANK3"	0.335897806534636	3.56331231830505	3.43136053346228	0.00357384767722365	0.0124699404841112	-2.83294649114566
"N6AMT2"	-0.335832554508479	1.25360782364703	-1.91185233072857	0.0746112904163554	0.148484141103902	-5.12319819938659
"TRMT44"	0.335807464972023	3.31153520856627	2.75645824363184	0.014384498953128	0.0393715944593458	-4.12910898676361
"YBX1P2"	-0.33577975977083	5.77114371752454	-5.72315068860397	3.58780618942461e-05	0.000264253726868585	1.39132793940527
"WDR92"	-0.335731114867309	3.31333241477474	-3.4323130388419	0.0035667753106712	0.0124477032112465	-2.7301719581589
"IFT20"	-0.335710475170727	2.95130925577032	-2.9835059591878	0.00903833423578921	0.0270103115772234	-3.54917964102612
"TARSL2"	-0.335708088789587	2.08132826039121	-2.36723787766576	0.0313504819575444	0.0740580254522565	-4.520818456262
"TPT1-AS1"	0.335701904776275	4.98253599158996	4.93202147542461	0.000165673380430014	0.000959439661163013	-0.0662194582983124
"SOX6"	0.335695790293901	4.30376544390392	4.17895230717958	0.000759130647498576	0.00344921995578603	-1.46601627839484
"LCMT1"	0.335691771184076	4.02412056583064	3.8079656413693	0.00163360705115624	0.00655023319669251	-2.17091706249588
"COL6A1"	0.335574493952032	7.32391301879245	5.99490799521473	2.16170712315241e-05	0.000171034267583819	1.71006608433633
"UBTD1"	-0.335536128339909	6.5212968280352	-5.62398554975459	4.32707153350184e-05	0.000309608229258038	1.08826209342184
"RP11-700P18.2"	0.335498481613063	1.0167030814631	2.05559837279175	0.0571182525591013	0.119770027927426	-4.84736333820808
"SDHAF1"	-0.3354937280054	2.75931042221892	-2.8264844450365	0.0124716097174521	0.0352188445732999	-3.80918416999717
"DPP3P2"	-0.335301119388699	2.14189117699518	-2.50835041470439	0.0237113111808743	0.0590444484042419	-4.27387615579496
"AAK1"	0.335201369085642	5.72983612610029	5.28343199283837	8.31546229090851e-05	0.000540061831036231	0.506968859094955
"CYTH3"	-0.335168830607044	3.79818400663748	-2.95232726886004	0.00963693768455633	0.0285499691563441	-3.83324334721615
"EEA1"	0.334919682854352	6.04506222598557	5.5315844671583	5.15844872864568e-05	0.000359275055819055	0.952733896574234
"HIST2H2BB"	-0.334865433985373	4.36165405546808	-4.28400512083465	0.000612005855897557	0.00288836910039457	-1.22941801445327
"TACC2"	-0.33484817540445	0.834295108423445	-1.7407816329241	0.101582148233696	0.188607155074703	-5.32581271665654
"RP11-538I12.2"	-0.334845988734097	3.18969139560171	-2.89249011923252	0.010896240282062	0.0315150072301002	-3.79201696467241
"KIAA0922"	-0.334844391551117	2.63783005252798	-2.73928481284048	0.0148953548079855	0.0405206458269802	-3.95031441822257
"PIP5K1A"	0.334818489338192	4.67995888456642	4.54079692122448	0.000362848185977603	0.00185980555181271	-0.803600592642905
"YWHAQP6"	0.334808476014397	2.26085673063809	2.36121805972922	0.0317232261796723	0.0747011272613965	-4.59555310983176
"ZNF182"	-0.33451758961902	2.6319064802427	-2.56949903377733	0.0209831260952285	0.0534165037533615	-4.27457687696215
"KCNS3"	0.33449559809401	0.487440147751795	1.56197271861409	0.138529757248579	0.240075578375545	-5.53074534769221
"MAP3K12"	-0.334360513872892	4.32117389654879	-4.63361752490496	0.000300826333962804	0.00159812306690714	-0.497133638302697
"SLC48A1"	-0.334356389255309	7.21689295981567	-7.00063816684892	3.61962932775875e-06	3.82186484535951e-05	3.58708242773861
"ANAPC1"	0.334309267031914	4.44511124452713	4.60836129250557	0.000316541219155976	0.00166622677443474	-0.611260121082883
"SNAI3"	-0.334265951544123	5.11833858335636	-4.60820488308255	0.000316641117734677	0.00166622677443474	-0.726093479109805
"PSMC1P10"	0.334263600271593	0.90930597357883	1.82746919423197	0.0869951290741874	0.167190682044552	-5.19960798973711
"BCAR3"	0.334200036640264	4.58109244039833	4.56522057694811	0.000345357004283898	0.00179034519227197	-0.730944330042984
"OTUD7A"	0.334189021066186	0.520876409300137	1.65458610010014	0.118164210827534	0.212352037265471	-5.40045398379072
"AC010646.3"	0.334082240497656	1.54392436843122	1.67350183038074	0.114337167476413	0.207126310716912	-5.57419447045069
"KIAA0319L"	0.33400532282448	5.64254151253965	6.32514823192531	1.18386241347848e-05	0.000102705256748265	2.53731936911425
"AC012066.1"	-0.333974757741712	1.12586650535452	-1.77275707392657	0.0959688081412979	0.180519518441609	-5.32125205038914
"USP32P2"	-0.333962158390261	2.45459314924127	-2.48924869494897	0.0246306811696836	0.0608909021223034	-4.38436752313239
"GIMAP1"	-0.333953901007558	3.00017530678944	-2.94872748199582	0.00970849939293863	0.0287046514188828	-3.62928966748647
"RP11-544A12.4"	0.333862177610816	3.21603988211915	2.83180106384405	0.0123369178765407	0.034893837311436	-3.95471983512274
"STX6"	-0.333839272351685	5.45167974494349	-5.79544262534816	3.13237381360767e-05	0.000234099574432593	1.58690624482127
"IBTK"	0.333702313917577	6.19924295098552	6.1872000804468	1.51964854490679e-05	0.000127307215983203	2.19737453701404
"FASTKD2"	0.333672722403247	4.55774225534154	4.38428961147272	0.000498649287541159	0.0024273259770902	-1.09947476218269
"DHX37"	0.333657169634303	4.737223064796	5.22284008495134	9.3548592638035e-05	0.000593285374471784	0.57190038473929
"CDC42EP4"	-0.333588684709185	1.74066149474514	-1.75465240743016	0.0991127172957859	0.185142139905517	-5.48143849675231
"RCC2"	0.333565717516267	6.29540329213036	6.05487760674018	1.9356578102762e-05	0.000156416615245288	1.93422067678025
"NCK1"	0.333560151301016	6.11381533140703	5.5514138141101	4.9670498813117e-05	0.000347166949301574	0.982482344990084
"RP11-540D14.8"	-0.333549537544784	1.20896121938148	-2.04487191755486	0.0582817255333205	0.12159044626089	-4.89468315567375
"CAPN12"	-0.333540868575438	3.17495922876991	-3.31363173709583	0.00456470386818114	0.0152976013293224	-2.93784595142843
"USP12PX"	0.333511649280006	2.556828030347	2.59129877948073	0.0200851453667239	0.0515655837638331	-4.24231050548167
"GPNMB"	-0.333452701130877	11.8048933368402	-10.7535520155784	1.4058653805453e-08	3.43308854656617e-07	9.02398664111488
"CHD2"	0.333445565516835	6.67598794407696	6.24579807691422	1.36628139524829e-05	0.000116208989002437	2.25095349441782
"DYNLL1P4"	-0.33340796575094	0.983405129108386	-1.78856904551183	0.0932951048107946	0.176563256108592	-5.2721788320944
"RP11-96C23.10"	0.333401708738964	0.470571458672611	1.45339499540157	0.166111847299224	0.276646818269744	-5.67758690448828
"LRRC3"	0.333399937028373	2.66626456393611	2.85260172312146	0.0118234106505074	0.0337146173955363	-3.76421738597954
"RP11-795H16.3"	-0.33339898090194	1.99980922814177	-2.01406932984872	0.0617439509970484	0.127454292167145	-5.12219937162002
